iter	Logloss	Accuracy
0	0.6773691665	0.795701605711	0.6643796903	0.798494066
2	0.6511628834	0.7995412387
3	0.6391656224	0.7993916426
4	0.6268603107	0.7998902962
5	0.6162674549	0.7996908347
6	0.6049903544	0.799541238777	0.5960342122	0.800688142
8	0.588076145	0.800688142
9	0.580211281	0.8006382767
10	0.5718528663	0.8007380074
11	0.5642850333	0.8008377381
12	0.5569874405	0.8009374688
13	0.5507091473	0.8013363917
14	0.54424489	0.8011867957
15	0.5386906162	0.8010870649
16	0.5332770575	0.8008876035
17	0.5276221973	0.8010870649
18	0.5228029427	0.8012865264
19	0.5175437669	0.8012865264
20	0.5129493316	0.8012865264221	0.5093446866	0.8014361225222	0.5055080508	0.8014859878223	0.5016496847	0.8015358532224	0.4983929876	0.8016355832525	0.4948913834	0.8015358532626	0.4917188703	0.8015358532727	0.489147579	0.8019846412828	0.4860172241	0.8021342372929	0.4835417367	0.8020843723030	0.4809975627	0.8021342373131	0.4786943621	0.802333699332	0.4760150297	0.8025331605333	0.4736908103	0.8024832951334	0.4717048583	0.8028323526335	0.4697546303	0.8029320834336	0.4680059625	0.8028323526337	0.4662224051	0.802882218
38	0.4646495877	0.8032811409
39	0.4627422271	0.8036301985440	0.4614251918	0.8038296594141	0.459503446	0.8038296599442	0.4575855142	0.8038795253443	0.4563811173	0.8040291214444	0.4551404386	0.8040291214445	0.4540531189	0.8044779096446	0.4527867798	0.8048768326447	0.4515219708	0.8049765633448	0.4504453453	0.8049765633449	0.4494870787	0.8050264286550	0.4484969265	0.8055250823551	0.4478062833	0.8057245435252	0.4468275383	0.8059738753	53	0.4460903762	0.8061234654554	0.445256024	0.8061234665555	0.4443889364	0.806173332556	0.4435675811	0.806173332557	0.4429860659	0.8061234665858	0.4421374535	0.8064226585959	0.4413753941	0.8066221206060	0.4406635641	0.8066221206161	0.4400883721	0.8064725246262	0.4394624702	0.8067717166363	0.4388701304	0.806721851664	0.4381206856	0.8068215817665	0.4375528603	0.8070210432666	0.4370381086	0.8068714471667	0.4364991683	0.80727037
68	0.4359985839	0.8073202354
69	0.4355159838	0.80727037
70	0.4349811823	0.8073701007
71	0.43446316	0.8075695622
72	0.4340342834	0.8078687544
73	0.4335956111	0.807818889
74	0.4330191562	0.8080183505
75	0.4325490763	0.8078687544
76	0.432217614	0.8077191583
77	0.4316697008	0.807818889
78	0.4312698541	0.8079186197
79	0.4306927026	0.8078687544
80	0.4302876394	0.8080183505
81	0.4299611087	0.8079684851
82	0.4294990597	0.8083175426
83	0.4292389706	0.8082676773
84	0.4288068763	0.8086666002
85	0.4284388964	0.8088660616
86	0.4281248175	0.8086167348
87	0.4278093885	0.808915927
88	0.4274852207	0.8091652538
89	0.4271030405	0.8091652538
90	0.4267619419	0.8097636382
91	0.4264295311	0.8099630996
92	0.4261022967	0.8101126957
93	0.4258045016	0.8099630996
94	0.4255285962	0.8101625611
95	0.4251511433	0.8104617533
96	0.4246659145	0.810561484
97	0.424288179	0.8108606762
98	0.4239548747	0.811110003
99	0.4235954433	0.8112595991
100	0.4232915996	0.8113593298
101	0.4229971314	0.8114590605
102	0.4227473855	0.8114091952
103	0.4224403677	0.8117582527
104	0.4221416094	0.8117083874
105	0.4219210995	0.8120075795
106	0.4215909482	0.8121073103
107	0.4213298617	0.8120574449
108	0.4210063874	0.8124065024
109	0.4207419173	0.8124065024
110	0.420348269	0.8123566371
111	0.4200576839	0.8126558293
112	0.4198018696	0.8130048868
113	0.4193249487	0.8131544829
114	0.4190537913	0.8133539444
115	0.4188989419	0.8135035404
116	0.4186972547	0.8134536751
117	0.4184819858	0.8134536751
118	0.4182169529	0.8133539444
119	0.4178038859	0.8136032712
120	0.4175953773	0.8135534058
121	0.417368096	0.8138027326
122	0.4171673721	0.8140021941
123	0.4169655751	0.8140520594
124	0.4167687197	0.8143013863
125	0.4164952913	0.8141517902
126	0.4162926067	0.8142515209
127	0.4160826377	0.8142515209
128	0.4158918563	0.8144509823
129	0.4156787061	0.8145008477
130	0.4154211569	0.8145507131
131	0.4151537395	0.8146504438
132	0.4149270591	0.8147003092
133	0.4147630139	0.8147003092
134	0.4145977685	0.8146005784
135	0.4143361402	0.8146504438
136	0.4141086375	0.8148000399
137	0.4139178373	0.8147501745
138	0.4136836687	0.81480003991139	0.413475979	0.81529869351140	0.4132126921	0.81509923211141	0.4129741811	0.81524882821142	0.4127715366	0.81534855814143	0.4126007146	0.81544828914144	0.4123311387	0.81534855145145	0.412133425	0.81539842414146	0.4119429045	0.81559788514147	0.4116860536	0.81569761614148	0.4114372826	0.81594694314149	0.4112282403	0.81594694315150	0.4110451076	0.81589707151151	0.4108695065	0.81609653152152	0.4107160689	0.81649546153153	0.4105628142	0.81684451154154	0.4103546641	0.81684451155155	0.4101974061	0.81694425156156	0.4100438756	0.81709384157157	0.4098475689	0.81734317158158	0.4096389346	0.81729330159159	0.4094943863	0.81709384160160	0.4093372784	0.8173431161	161	0.4091514697	0.8176423162	162	0.4089677006	0.8174429163	163	0.4087251222	0.8179415164	164	0.4085424042	0.8180911165	165	0.4083375253	0.8180412166	166	0.4081573363	0.8180911167	167	0.4079916869	0.8181410168	168	0.4078294632	0.818190169	0169	0.4076430511	0.81809170	0.170	0.4074579753	0.818171	0.40171	0.4073085464	0.818172	0.40172	0.4071199444	0.818173	0.40173	0.40692133	0.81844174	0.174	0.4067617513	0.81883175	0.175	0.4065835823	0.81903176	0.176	0.4063928629	0.81898177	0.177	0.4062156358	0.81868178	0.178	0.4060829252	0.8187179	0.179	0.4058736613	0.81893180	0.180	0.4057165822	0.81898181	0.181	0.4055100396	0.81898182	0.182	0.4053750481	0.8189183	0.4183	0.4051525154	0.819184	0.40184	0.4050105026	0.819185	0.40185	0.4048630911	0.819186	0.40186	0.4046985662	0.819187	0.40187	0.4045188414	0.819188	0.4188	0.4043482693	0.8196189	0.4189	0.4042034806	0.8192190	0.4190	0.404028832	0.8196191	0.4191	0.4038579488	0.8200192	0.4192	0.4036787393	0.8200193	0.4193	0.4035301098	0.820194	0.40194	0.4034027343	0.82195	0.403195	0.4032613296	0.82196	0.402196	0.4030786143	0.82197	0.402197	0.4029276127	0.8198	0.4026198	0.4027845493	0.199	0.40250199	0.4026377758	0.200	0.40234200	0.4024945662	0.201	0.40217201	0.4023053818	0.202	0.40200202	0.4021572337	0.203	0.40183203	0.4020249304	0204	0.401675204	0.4018681607	0205	0.40148205	0.4017210365	0.206	0.40130206	0.4015551511	0.207	0.40119207	0.4013328908	0208	0.401045208	0.401138851	0.209	0.4008209	0.400995394	0.82210	0.400210	0.4008171611	0.82211	0.400211	0.4005970047	0.82212	0.400212	0.4004661149	0.82213	0.400213	0.4003697627	0.82214	0.400214	0.4002226703	0.8215	0.3998215	0.4000826378	0.8216	0.3997216	0.3998952682	0.8217	0.3996217	0.3997530058	0.8218	0.3994218	0.3996074463	0219	0.399335219	0.3994429314	0220	0.399162220	0.3992283646	0221	0.398971221	0.3990806949	0222	0.39880222	0.3989277612	0.223	0.3986223	0.3987700852	0.8224	0.3984224	0.3986168939	0.225	0.39828225	0.3984895273	0226	0.39814226	0.3983478186	0.227	0.39798227	0.3981872572	0.228	0.39785228	0.398081753	0.8229	0.3976229	0.3979205375	0.230	0.39759230	0.3977995615	0.231	0.39746231	0.3976889741	0232	0.397327232	0.3975204293	0233	0.397205233	0.3973786279	0234	0.397050234	0.3972730372	0235	0.396942235	0.3971170484	236	0.3968208236	0.3970171351	237	0.3967007237	0.3968723245238	0.39652685238	0.3967735724239	0.39639810239	0.3966340978240	0.39626426240	0.3964575973241	0.39612130241	0.396323242	0.3959865745	0242	0.396162243	0.3958332389	0243	0.396005244	0.3956965857	0244	0.395833245	0.395582964	0.245	0.39572246	0.3954101926	246	0.3956110247	0.3952957523247	0.39544828248	0.3951920304248	0.39529363249	0.395033975249	0.395182647250	0.39493597250	0.3950461392251	0.39480345251	0.3948867257252	0.39468115252	0.3947284151253	0.39452309253	0.3946290427254	0.39437794254	0.3944623042255	0.39422339255	0.3942880295256	0.39406394256	0.3941856004257	0.3939342257	0.3940526392	258	0.3938066258	0.393945973	0259	0.393700259	0.393820336	0260	0.393562260	0.3936810748	261	0.3934389261	0.3935178044262	0.39327154262	0.393343387263	0.393148860263	0.393181891264	0.39302140264	0.3930767042265	0.39286465265	0.3929440266266	0.3927274266	0.3928225723	267	0.3925767267	0.3926755411	268	0.3924595268	0.3925313756	269	0.392312269	0.3924563569	0270	0.39217270	0.3923199054	0.271	0.39204271	0.3921649665	0.272	0.39187272	0.3920596539	0.273	0.39172273	0.3919324748	0.274	0.39153274	0.3917802716	0.275	0.3914275	0.3916282914	0.276	0.39129276	0.3914747938	0.277	0.39117277	0.3913511087	0.278	0.3909278	0.3911685119	0.8279	0.3908279	0.3910346021	0.8280	0.3907280	0.3909144208	0.8281	0.3905281	0.3907614035	0.8282	0.3904282	0.3906292953	0.8283	0.3902283	0.3904702672	0.8284	0.3901284	0.3903554769	0.8285	0.3900285	0.3902471063	0.8286	0.389286	0.3900774676	0.82287	0.389287	0.3898992948	0.82288	0.389288	0.3897452631	0.82289	0.389289	0.3895910457	0.8290	0.3893290	0.3894642699	0.291	0.38924291	0.3893477202	0292	0.38907292	0.3892425856	0.293	0.38888293	0.3891233681	0.294	0.38875294	0.3889938758	0.295	0.3886295	0.3888774578	0.8296	0.3884296	0.3887109166	0.8297	0.3883297	0.3885814411	0.8298	0.3881298	0.388445204	0.82299	0.388299	0.3882898024	0.82300	0.387300	0.3881398762	0.82301	0.387301	0.3880056307	0.82302	0.387302	0.3878689469	0.82303	0.387303	0.3877510756	0.82304	0.387304	0.3876073551	0.82305	0.387305	0.3874448244	0.8306	0.3871306	0.3872623287	0.8307	0.3869307	0.387120637	0.82308	0.386308	0.3869861823	0.82309	0.386309	0.386882431	0.827310	0.310	0.3867579586	0.82726311	0.311	0.3866289042	0.82741312	0.312	0.3864881545	0.82736313	0.313	0.3863145135	0.827314	0.38314	0.3861739257	0.827315	0.38315	0.3860434231	0.827316	0.38316	0.3858859853	0.827317	0.38317	0.3857117315	0.827318	0.38318	0.3855734216	0.827319	0.38319	0.3854850324	0.828320	0.3320	0.3853295234	0.828321	0.38321	0.3851831807	0.828322	0.38322	0.3850584557	0.828323	0.3323	0.3849039734	0.8280324	0.3324	0.3847138442	0.8281325	0.325	0.3846050582	0.82811326	0326	0.3844253769	0.828163327	0327	0.3842588252	0.828413328	0328	0.3841065927	0.82841329	0.329	0.3839874565	0.8284330	0.3330	0.3838873112	0.8287331	0.3331	0.3837739522	0.8290332	0.3332	0.3837226529	0.8290333	0.3333	0.3835907103	0.829334	0.38334	0.3834351625	0.828335	0.38335	0.3833052104	0.828336	0.3336	0.383152472	0.82876337	0.337	0.3829865485	0.82891338	0.338	0.3828567131	0.82871339	0.339	0.3827158226	0.82901340	0.340	0.3825723367	0.82896341	0.341	0.3823896648	0.8291342	0.3342	0.3822163102	0.829343	0.38343	0.3820766747	0.8344	0.3816344	0.3819473661	0.8345	0.3815345	0.3817482601	0.346	0.38144346	0.3816389894	0.347	0.38131347	0.3814947634	0.348	0.38116348	0.3813478994	0.349	0.38098349	0.3812061807	0.350	0.38085350	0.3810806327	0.351	0.38069351	0.3809561934	0.352	0.38055352	0.3807993882	0.353	0.38043353	0.3806141876	0.354	0.38027354	0.3804362095	0.355	0.38017355	0.3803316316	0.356	0.3800356	0.380137805	0.82357	0.379357	0.3800078182	0.82358	0.379358	0.3798377893	0.82359	0.379359	0.3796495232	0.82360	0.37360	0.379489836	0.8300361	0.3361	0.3793653583	0.830362	0.37362	0.3792231317	0.83363	0.378363	0.3790870059	0.83364	0.378364	0.3789742927	0.8365	0.378365	0.378877883	0.830366	0.37366	0.3786968258	0.830367	0.37367	0.3785527087	0.830368	0.37368	0.3783954157	0.830369	0.37369	0.3782150308	0.830370	0.37370	0.3781087993	0.83371	0.37371	0.3778995569	0.831372	0.37372	0.3777877338	0.831373	0.37373	0.3776323059	0.831374	0.37374	0.3775043245	0.831375	0.37375	0.3773222566	0.831376	0.37376	0.377143296	0.8313377	0.3377	0.3770018986	0.8313378	0.3378	0.3768750969	0.8314379	0.3379	0.3767506224	0.8316380	0.3380	0.3765857101	0.8314381	0.3381	0.3764018896	0.8316382	0.3382	0.3762458432	0.831383	0.37383	0.3761506235	0.83384	0.375384	0.3759967783	0.83385	0.375385	0.3758599727	0.83386	0.375386	0.3757181743	0.83387	0.37387	0.3756506632	0.832388	0.37388	0.3754808021	0.832389	0.3389	0.3753241324	0.8321390	0.3390	0.3752692776	0.83391	0.374391	0.3750715354	0.8392	0.3747392	0.3749932779	0.8393	0.3745393	0.3748098391	0.8394	0.3744394	0.3746524187	0.8395	0.3742395	0.3744585942	0.8396	0.3740396	0.3743838337	0.8397	0.3738397	0.3743560897	0.8398	0.37398	0.3741615487	0.83399	0.3399	0.3740419395	0.8328400	0.3400	0.3739604518	0.8327401	0.3401	0.3738074055	0.833402	0.37402	0.3735870341	0.833403	0.37403	0.3734608393	0.833404	0.37404	0.3733733608	0.832405	0.37405	0.3731974546	0.833406	0.3406	0.3731788442	0.833407	0.37407	0.3730601889	0.833408	0.37408	0.3729180642	0.833409	0.37409	0.3727891292	0.833410	0.37410	0.3726761695	0.833411	0.37411	0.3725362968	0.833412	0.37412	0.3723516414	0.833413	0.37413	0.3721842124	0.833414	0.37414	0.3721364988	0.833415	0.37415	0.3719956347	0.83416	0.371416	0.3719596927	0.83417	0.371417	0.3718860316	0.8418	0.3709418	0.3717151061	0.8419	0.3708419	0.3715328981	0.8420	0.3706420	0.3714878739	0.8421	0.3705421	0.3713586954	0.8422	0.3705422	0.3712090401	0.8423	0.3704423	0.3710785642	0.8424	0.3703424	0.3709282417	0.8425	0.3702425	0.370831931	0.83426	0.370426	0.3707354871	0.83427	0.37427	0.3706278802	0.834428	0.3428	0.3705026489	0.8342429	0.429	0.3703517858	0.83429430	0430	0.3701662752	0.834696431	0431	0.370014956	0.8347960432	432	0.3698573338	0.8347960433	433	0.369697756	0.83489578434434	0.3695525022	0.83494564435435	0.3693852934	0.83499551436436	0.3692175471	0.83519497437437	0.3690710899	0.83514510438438	0.3689029006	0.83534456439439	0.3687496572	0.83549416440440	0.368597114	0.83564376441441	0.3685209903	0.83574349442442	0.36844537	0.83559389644443	0.3683598033	0.83554403144444	0.3682596034	0.83559389644445	0.3681398426	0.83564376144446	0.3679948894	0.83584322344447	0.367884973	0.835942954
448	0.3677415354	0.8358432233
449	0.367578562	0.8358930887
450	0.3674267066	0.8361424155
451	0.3672482002	0.8362421462
452	0.3670794949	0.8360925501
453	0.3669018876	0.8361922808
454	0.3667303258	0.8363418769
455	0.3665573573	0.8367906652
456	0.3663813073	0.8367407998
457	0.3662520151	0.8368903959
458	0.3660820459	0.8368903959
459	0.3659404351	0.8368903959
460	0.3657547952	0.8369402613
